title,url,date,pmid,ori_Title,news_id
????????? ?????? ????€????????????€?????????,https://news.sciencenet.cn/htmlnews/2019/1/422458.shtm,2019/1/4 0:00,30682371,??????????€????????€?????€????????????€?????????,C10053
??????????????????????????????????????????????????????,https://news.sciencenet.cn/htmlnews/2019/1/422184.shtm,2019/1/4 0:00,30649180,??????????????????????????????????????????????????????,C06994
???????????????????€?????????????????????????,https://news.sciencenet.cn/htmlnews/2019/1/422113.shtm,2019/1/4 0:00,30643290,???????????????????€?????????????????????????,C19262
??????????????????????????????????????????????????????????????????,https://news.sciencenet.cn/htmlnews/2019/1/421854.shtm,2019/1/4 0:00,30616717,??????????????????????????????????????????????????????????????????,C17140
??????????????????????????????????????????,https://news.sciencenet.cn/htmlnews/2019/1/422356.shtm,2019/1/4 0:00,30654047,??????????????????????????????????????????,C13750
??????????????????????????????????????????????????????????????????,https://paper.sciencenet.cn/htmlpaper/2019/1/201912618295873448410.shtm,2019/1/20 0:00,30639120,??????????????????????????????????????????????????????????????????,C08140
?????????????????????????????????????€????,https://paper.sciencenet.cn/htmlpaper/2019/1/201911512554194848347.shtm,2019/1/20 0:00,30638902,?????????????????????????????????????€????,C10248
???????????€?????? ????????????????????? ?????????????????????,https://paper.sciencenet.cn/htmlpaper/2019/1/2019151561133148259.shtm,2019/1/20 0:00,30580039,???????????€???????€???????????????????????€??????????????????????,C10375
?????????????????????????????????????€????,https://paper.sciencenet.cn/htmlpaper/2019/1/20191211291347348424.shtm,2019/1/20 0:00,30661985,?????????????????????????????????????€????,C10396
??????????????????????????????????????????????????????,https://paper.sciencenet.cn/htmlpaper/2019/1/201911016433637448258.shtm,2019/1/20 0:00,30595552,??????????????????????????????????????????????????????,C16948
???????????? ????????? ???????????????????????????,https://paper.sciencenet.cn/htmlpaper/2019/1/2019131112680948251.shtm,2019/1/20 0:00,30595517,?????????????€???????????€????????????????????????????,C17096
???????????????????????????????????????????????????????????????,https://paper.sciencenet.cn/htmlpaper/2019/1/201912415251490948413.shtm,2019/1/20 0:00,30645973,???????????????????????????????????????????????????????????????,C17314
?????????????????????????????????????????????????????????,https://paper.sciencenet.cn/htmlpaper/2019/1/201912415243236248372.shtm,2019/1/20 0:00,30578854,?????????????????????????????????????????????????????????,C21577
????????????????????????????????????????????????????????????,https://paper.sciencenet.cn/htmlpaper/2019/1/20191291910232848405.shtm,2019/1/29 0:00,30649180,????????????????????????????????????????????????????????????,C12904
????????????????????????????????????,https://news.sciencenet.cn/htmlnews/2019/2/423092.shtm,2019/2/4 0:00,30778223,????????????????????????????????????,C08809
?????????????????????????????? ?????? ????????????,https://news.sciencenet.cn/htmlnews/2019/2/422985.shtm,2019/2/4 0:00,31032141,???????????????????????????????€????????€?????????????,C19455
????????€???????????????????????????????????????,https://news.sciencenet.cn/htmlnews/2019/2/423236.shtm,2019/2/4 0:00,30709740,????????€???????????????????????????????????????,C19522
???????????????????????????????€?????€???????,https://paper.sciencenet.cn/htmlpaper/2019/2/20192241463373048938.shtm,2019/2/20 0:00,30713107,???????????????????????????????€?????€???????,C05710
???????????????????????????????????????,https://paper.sciencenet.cn/htmlpaper/2019/2/201922811225051449402.shtm,2019/2/20 0:00,30824326,???????????????????????????????????????,C18909
?????????????????????????????????????€??????????,https://paper.sciencenet.cn/htmlpaper/2019/2/20192113324114248439.shtm,2019/2/20 0:00,30638909,?????????????????????????????????????€??????????,C17292
???????????? ?????? ??????????????€?????????,https://paper.sciencenet.cn/htmlpaper/2019/2/20192113322162648423.shtm,2019/2/20 0:00,30661960,?????????????€????????€???????????????€?????????,C08287
????????????????????????????????????,https://paper.sciencenet.cn/htmlpaper/2019/2/20192241455565248863.shtm,2019/2/20 0:00,30713103,????????????????????????????????????,C01158
??????????????????????????????????????? ?????? ??????,https://paper.sciencenet.cn/htmlpaper/2019/2/20192114221712648493.shtm,2019/2/20 0:00,30661754,????????????????????????????????????????€????????€???????,C16530
?????? ???????????????????????????,https://news.sciencenet.cn/htmlnews/2019/3/424031.shtm,2019/3/4 0:00,30867322,?€????????€????????????????????????????,C04694
????????????????????????????€???????,https://news.sciencenet.cn/htmlnews/2019/3/424134.shtm,2019/3/4 0:00,30862827,????????????????????????????€???????,C05371
?????? ?????? ????????????,https://news.sciencenet.cn/htmlnews/2019/3/424625.shtm,2019/3/4 0:00,30886089,???????€????????€?????????????,C12034
??????????????????????????????,https://news.sciencenet.cn/htmlnews/2019/3/424033.shtm,2019/3/4 0:00,30824204,??????????????????????????????,C12190
????????????????????? ???????????? ??????????????????,https://news.sciencenet.cn/htmlnews/2019/3/424572.shtm,2019/3/4 0:00,30918116,??????????????????????€??????????????€???????????????????,C13246
???????€???????????????????,https://news.sciencenet.cn/htmlnews/2019/3/424020.shtm,2019/3/4 0:00,30872597,???????€???????????????????,C15807
?????????????????????????????????,https://news.sciencenet.cn/htmlnews/2019/3/424361.shtm,2019/3/4 0:00,30905388,?????????????????????????????????,C18435
???????????????????????€ ??? ????????????????????????,https://news.sciencenet.cn/htmlnews/2019/3/423633.shtm,2019/3/4 0:00,30853353,???????????????????????€?€?????€?????????????????????????,C19543
????????????????€?????????????,https://paper.sciencenet.cn/htmlpaper/2019/3/201932511204041849626.shtm,2019/3/20 0:00,30885214,????????????????€?????????????,C05205
?????????????????????????????????????????????????????????,https://paper.sciencenet.cn/htmlpaper/2019/3/2019311585726549401.shtm,2019/3/20 0:00,30824325,?????????????????????????????????????????????????????????,C05262
?????? ????????? ????????????????????????,https://paper.sciencenet.cn/htmlpaper/2019/3/201931915291687149589.shtm,2019/3/20 0:00,30898376,???????€???????????€?????????????????????????,C05680
??????????????????????????€??????,https://paper.sciencenet.cn/htmlpaper/2019/3/20193191528951149591.shtm,2019/3/20 0:00,30878319,??????????????????????????€??????,C07534
????????? ?????? ???????????????,https://paper.sciencenet.cn/htmlpaper/2019/3/201931915242665149597.shtm,2019/3/20 0:00,30880013,??????????€????????€????????????????,C18700
?????????????????????????????€ ??? ????????????????????????,https://paper.sciencenet.cn/htmlpaper/2019/3/20193111342456049478.shtm,2019/3/20 0:00,30853353,?????????????????????????????€?€?????€?????????????????????????,C19544
??????????????????????????????,https://news.sciencenet.cn/htmlnews/2019/4/425399.shtm,2019/4/4 0:00,30995463,??????????????????????????????,C04443
????????????????????????????????? ????????????,https://news.sciencenet.cn/htmlnews/2019/4/424798.shtm,2019/4/4 0:00,30912722,??????????????????????????????????€??????????????€?,C19867
??????????????? ???????????? ????????????????????????,https://paper.sciencenet.cn/htmlpaper/2019/4/201942513381913450005.shtm,2019/4/20 0:00,30995372,????????????????€??????????????€?????????????????????????,C04409
?????????????????????????????????,https://paper.sciencenet.cn/htmlpaper/2019/4/2019421553445649789.shtm,2019/4/20 0:00,30916743,?????????????????????????????????,C09597
??????????????????????????? ???????????? ????????????,https://paper.sciencenet.cn/htmlpaper/2019/4/20194101328726649887.shtm,2019/4/20 0:00,30951669,????????????????????????????€??????????????€?????????????,C10406
????????????????€??????????????????????????????????,https://paper.sciencenet.cn/htmlpaper/2019/4/201942616122732750010.shtm,2019/4/20 0:00,31002795,????????????????€??????????????????????????????????,C16514
???????????????????????????????????????????????????,https://paper.sciencenet.cn/htmlpaper/2019/4/201941613561411849894.shtm,2019/4/20 0:00,30879902,???????????????????????????????????????????????????,C16956
??????????????????????????? ?????? ?????€?????????,https://paper.sciencenet.cn/htmlpaper/2019/4/201941614164215749890.shtm,2019/4/20 0:00,30975460,????????????????????????????€????????€??????€?????????,C17117
????????????????????????????????????????????????,https://paper.sciencenet.cn/htmlpaper/2019/4/201942319505844150000.shtm,2019/4/20 0:00,31002796,????????????????????????????????????????????????,C17211
???????????????????????????????????€????????????????€????,https://news.sciencenet.cn/htmlnews/2019/5/426678.shtm,2019/5/4 0:00,31110366,???????????????????????????????????€????????????????€????,C08839
?????????????????????????????????????????????,https://news.sciencenet.cn/htmlnews/2019/5/426116.shtm,2019/5/4 0:00,31080063,?????????????????????????????????????????????,C03364
????????????????????????????????????????????????,https://news.sciencenet.cn/htmlnews/2019/5/426958.shtm,2019/5/4 0:00,31142842,????????????????????????????????????????????????,C03354
???????????? ??????B???????????????,https://news.sciencenet.cn/htmlnews/2019/5/426541.shtm,2019/5/4 0:00,31104841,???????????? ??????B???????????????,C03340
1000???????????????????????????????????????,https://paper.sciencenet.cn/htmlpaper/2019/5/201952014181441050190.shtm,2019/5/20 0:00,31063716,1000???????????????????????????????????????,C02386
????????????????????? ??????????????????????????????,https://news.sciencenet.cn/htmlnews/2019/6/427497.shtm,2019/6/4 0:00,31171663,??????????????????????????????????????????????????????,C13289
????????????????????????????????????????????????????????????,https://news.sciencenet.cn/htmlnews/2019/6/427165.shtm,2019/6/4 0:00,31160454,????????????????????????????????????????????????????????????,C03403
?????????????????????????????€???????€??????€????????????,https://news.sciencenet.cn/htmlnews/2019/6/427776.shtm,2019/6/4 0:00,31204286,?????????????????????????????€???????€??????€????????????,C19778
?????????????€???????????€?????????????????????????????€???????,https://news.sciencenet.cn/htmlnews/2019/6/427501.shtm,2019/6/4 0:00,31201284,?????????????€???????????€?????????????????????????????€???????,C13323
?????? ????????????????????????????????????,https://paper.sciencenet.cn/htmlpaper/2019/6/201961114551528750642.shtm,2019/6/20 0:00,31150623,?€????????€?????????????????????????????????????,C01030
DE?????????????????????????????????,https://paper.sciencenet.cn/htmlpaper/2019/6/201961114531092950654.shtm,2019/6/20 0:00,31150624,DE?????????????????????????????????,C03820
????????????????????? ???????????? ?????????,https://paper.sciencenet.cn/htmlpaper/2019/6/20196141625143950648.shtm,2019/6/20 0:00,31181338,??????????????????????€??????????????€??????????,C05679
????????????????????????????????????????????????,https://paper.sciencenet.cn/htmlpaper/2019/6/201962614434611850852.shtm,2019/6/20 0:00,31231052,????????????????????????????????????????????????,C10347
???????????????????????????????????????,https://paper.sciencenet.cn/htmlpaper/2019/6/201962510105030150880.shtm,2019/6/20 0:00,31269546,???????????????????????????????????????,C16607
???????????????????????????????????????,https://news.sciencenet.cn/htmlnews/2019/6/427863.shtm,2019/6/28 0:00,31004325,???????????????????????????????????????,C04599
?????????????????????????????€???????????????,https://news.sciencenet.cn/htmlnews/2019/7/427964.shtm,2019/7/4 0:00,31263284,?????????????????????????????€???????????????,C05332
??????????????????????????????,https://news.sciencenet.cn/htmlnews/2019/7/428048.shtm,2019/7/4 0:00,31257127,??????????????????????????????,C16523
?????????????????????????????????????????????????????????,https://news.sciencenet.cn/htmlnews/2019/7/428069.shtm,2019/7/4 0:00,31380166,?????????????????????????????????????????????????????????,C13755
????????????????????????????????????,https://news.sciencenet.cn/htmlnews/2019/7/428193.shtm,2019/7/4 0:00,31285631,????????????????????????????????????,C11525
???????????????????????????????????????????€??????????,https://news.sciencenet.cn/htmlnews/2019/7/428158.shtm,2019/7/4 0:00,30341767,???????????????????????????????????????????€??????????,C19531
???????????€?????????????????? ???????€?,https://paper.sciencenet.cn/htmlpaper/2019/7/20197314494193550936.shtm,2019/7/20 0:00,31257139,???????????€???????????????????€????????€??€?,C06619
????????€???????????? ???????????? ??????,https://paper.sciencenet.cn/htmlpaper/2019/7/2019781612362851068.shtm,2019/7/20 0:00,31280962,????????€?????????????€??????????????€???????,C17194
??????????????????????????????????????????????€????,https://news.sciencenet.cn/htmlnews/2019/8/429410.shtm,2019/8/17 0:00,31358319,??????????????????????????????????????????????€????,C07025
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
